word,label,is_ne
Ternida,OTH,NE
Noreen,OTH,NE
Faye,OTH,NE
De,OTH,NE
Guzman,OTH,NE
Labindalawa,OTH,NE
Paolo,OTH,NE
Jay,OTH,NE
Argana,OTH,NE
Austria,OTH,NE
Khriz,OTH,NE
Travis,OTH,NE
Bayot,OTH,NE
Sarno,OTH,NE
Cyrine,OTH,NE
Jade,OTH,NE
Sibayan,OTH,NE
Persigas,OTH,NE
Strawberry,OTH,NE
Limbagan,OTH,NE
Las-ay,OTH,NE
Eira,OTH,NE
Fatima,OTH,NE
Item,OTH,NE
Talosig,OTH,NE
Joyce,OTH,NE
Pelegrino,OTH,NE
Anonuevo,OTH,NE
Jamaicah,OTH,NE
Cruza,OTH,NE
Basilio,OTH,NE
Julia,OTH,NE
Anne,OTH,NE
Lingad,OTH,NE
Chavez,OTH,NE
Charles,OTH,NE
Andrie,OTH,NE
Harder,OTH,NE
Ygbuhay,OTH,NE
John,OTH,NE
Aia,OTH,NE
Ladrero,OTH,NE
Alexopoulos,OTH,NE
Jon,OTH,NE
Audi,OTH,NE
Tausa,OTH,NE
Cellon,OTH,NE
John,OTH,NE
Michael,OTH,NE
Bonavente,OTH,NE
Loquinario,OTH,NE
Patricia,OTH,NE
Margarett,OTH,NE
Del,OTH,NE
Rosario,OTH,NE
San,OTH,NE
Buenaventura,OTH,NE
Joyce,OTH,NE
Ann,OTH,NE
Clemente,OTH,NE
Angeles,OTH,NE
Alessandra,OTH,NE
Janelle,OTH,NE
Dellosa,OTH,NE
Valdez,OTH,NE
Asher,OTH,NE
Silvestre,OTH,NE
Songco,OTH,NE
Kenjiro,OTH,NE
Arorong,OTH,NE
Ebrada,OTH,NE
John,OTH,NE
Cedric,OTH,NE
Longasa,OTH,NE
Castillo,OTH,NE
Gia,OTH,NE
Lorin,OTH,NE
Beduya,OTH,NE
Velasco,OTH,NE
Jenelyn,OTH,NE
Coneta,OTH,NE
Macaraob,OTH,NE
Jannaraima,OTH,NE
Basary,OTH,NE
Umalla,OTH,NE
Trisha,OTH,NE
Mae,OTH,NE
Nicolas,OTH,NE
Valderama,OTH,NE
Mark,OTH,NE
Jomer,OTH,NE
Gabanes,OTH,NE
Orencio,OTH,NE
Shandelle,OTH,NE
Aiken,OTH,NE
Daquioag,OTH,NE
Ronato,OTH,NE
Achilles,OTH,NE
Jairon,OTH,NE
Demetillo,OTH,NE
Estrebello,OTH,NE
John,OTH,NE
Kevin,OTH,NE
Lozada,OTH,NE
Francisco,OTH,NE
Jerry,OTH,NE
Planas,OTH,NE
Villanueva,OTH,NE
Benedict,OTH,NE
Escanan,OTH,NE
Abenoja,OTH,NE
Trisha,OTH,NE
Angelyn,OTH,NE
Peralta,OTH,NE
Tangpos,OTH,NE
Bianca,OTH,NE
Faith,OTH,NE
Alonso,OTH,NE
Cayabyab,OTH,NE
Hans,OTH,NE
Rhssell,OTH,NE
Villanueva,OTH,NE
Tabinas,OTH,NE
Lorenzo,OTH,NE
Maru,OTH,NE
Trampe,OTH,NE
Saltarin,OTH,NE
Princess,OTH,NE
Phoebe,OTH,NE
Sabroso,OTH,NE
Visitacion,OTH,NE
Aeon,OTH,NE
Jade,OTH,NE
Hapon,OTH,NE
Barnedo,OTH,NE
Justin,OTH,NE
Leo,OTH,NE
Jose,OTH,NE
Lexine,OTH,NE
Savannah,OTH,NE
Lim,OTH,NE
Dulay,OTH,NE
John,OTH,NE
Marco,OTH,NE
Camacho,OTH,NE
Anunciado,OTH,NE
Jeian,OTH,NE
Tulang,OTH,NE
Reg,OTH,NE
Kenzo,OTH,NE
Milano,OTH,NE
Cadao,OTH,NE
Cyrus,OTH,NE
Ella,OTH,NE
Navida,OTH,NE
Rayven,OTH,NE
Pili,OTH,NE
Sagayno,OTH,NE
Zarell,OTH,NE
Barcelo,OTH,NE
Landher,OTH,NE
Kharl,OTH,NE
Loreno,OTH,NE
Abalos,OTH,NE
Ronnian,OTH,NE
Alaba,OTH,NE
Fortich,OTH,NE
Ashley,OTH,NE
Anne,OTH,NE
Javier,OTH,NE
Camariosa,OTH,NE
Ace,OTH,NE
Cabillon,OTH,NE
Baliva,OTH,NE
Francheska,OTH,NE
Jae,OTH,NE
LagLiva,OTH,NE
Despuig,OTH,NE
Kiarra,OTH,NE
Marife,OTH,NE
Dipad,OTH,NE
Santos,OTH,NE
Iannis,OTH,NE
Kale,OTH,NE
Balasabas,OTH,NE
Flojo,OTH,NE
Mhonjoe,OTH,NE
Abrugena,OTH,NE
Dimaranan,OTH,NE
Rexine,OTH,NE
Aizelle,OTH,NE
Apostol,OTH,NE
Mediavillo,OTH,NE
Lance,OTH,NE
Ian,OTH,NE
Rivero,OTH,NE
Aldeguer,OTH,NE
Ryssa,OTH,NE
Lyn,OTH,NE
Austria,OTH,NE
Calderon,OTH,NE
Anton,OTH,NE
Gabriel,OTH,NE
Mendoza,OTH,NE
Beltran,OTH,NE
Ralph,OTH,NE
Amaru,OTH,NE
Mostoles,OTH,NE
Sarcadio,OTH,NE
Larrah,OTH,NE
Ahbegeil,OTH,NE
Quinante,OTH,NE
Taglinao,OTH,NE
Mark,OTH,NE
Isaac,OTH,NE
Lemuel,OTH,NE
Canedo,OTH,NE
Detorio,OTH,NE
Sophia,OTH,NE
Elleri,OTH,NE
Almacen,OTH,NE
Aquino,OTH,NE
Marilag,OTH,NE
Inciso,OTH,NE
Encabo,OTH,NE
Daven,OTH,NE
Genesis,OTH,NE
Laguitao,OTH,NE
Jerson,OTH,NE
Apiag,OTH,NE
Jr.,OTH,NE
Quirona,OTH,NE
Rizajane,OTH,NE
Tugas,OTH,NE
Espanol,OTH,NE
Vaughn,OTH,NE
Joshua,OTH,NE
Noriel,OTH,NE
Galima,OTH,NE
Leah,OTH,NE
Juliana,OTH,NE
Bajo,OTH,NE
Sarmiento,OTH,NE
Lance,OTH,NE
Angelo,OTH,NE
Pangilinan,OTH,NE
Cubillan,OTH,NE
Flint,OTH,NE
Gianni,OTH,NE
Capuchino,OTH,NE
Agraam,OTH,NE
Michael,OTH,NE
John,OTH,NE
Ancheta,OTH,NE
Narag,OTH,NE
Karl,OTH,NE
Benedict,OTH,NE
Panaguiton,OTH,NE
Baco,OTH,NE
Sophia,OTH,NE
Nicole,OTH,NE
Castro,OTH,NE
Cabuyao,OTH,NE
Mae,OTH,NE
Ocado,OTH,NE
Panamogan,OTH,NE
Drendel,OTH,NE
Bajan,OTH,NE
Ker,OTH,NE
Mclin,OTH,NE
Galela,OTH,NE
Gerobin,OTH,NE
Rhian,OTH,NE
Curvy,OTH,NE
Borbe,OTH,NE
Cotto,OTH,NE
Ethan,OTH,NE
Nicholas,OTH,NE
Pedro,OTH,NE
Alfonso,OTH,NE
Maverick,OTH,NE
Andrei,OTH,NE
Maninang,OTH,NE
Longos,OTH,NE
Gerald,OTH,NE
Liam,OTH,NE
Lagare,OTH,NE
Prellegera,OTH,NE
Angelica,OTH,NE
Angustia,OTH,NE
Frigillana,OTH,NE
Bridgette,OTH,NE
Rendon,OTH,NE
Masula,OTH,NE
Karol,OTH,NE
Charles,OTH,NE
Fabio,OTH,NE
Cabigao,OTH,NE
Allysa,OTH,NE
Denice,OTH,NE
Santos,OTH,NE
Venida,OTH,NE
Roxannah,OTH,NE
Grace,OTH,NE
Dela,OTH,NE
Cruz,OTH,NE
Chan,OTH,NE
Klarize,OTH,NE
Faye,OTH,NE
Eay,OTH,NE
Raymundo,OTH,NE
One,OTH,NE
Sebastian,OTH,NE
Libao,OTH,NE
Rocero,OTH,NE
Kenjie,OTH,NE
Verdz,OTH,NE
Corpuz,OTH,NE
Sinon,OTH,NE
Charmine,OTH,NE
Pascual,OTH,NE
Secjadas,OTH,NE
Nathan,OTH,NE
Janderson,OTH,NE
Rufino,OTH,NE
Andrada,OTH,NE
Reindel,OTH,NE
Tabilin,OTH,NE
De,OTH,NE
Castro,OTH,NE
Breena,OTH,NE
Althea,OTH,NE
Laguna,OTH,NE
Oosterhof,OTH,NE
Brian,OTH,NE
Frederick,OTH,NE
Omar,OTH,NE
Almero,OTH,NE
Roquero,OTH,NE
Althea,OTH,NE
Angela,OTH,NE
Sansolis,OTH,NE
Pasia,OTH,NE
Khen,OTH,NE
Dhanrei,OTH,NE
Delos,OTH,NE
Reyes,OTH,NE
Pacuno,OTH,NE
Gabriel,OTH,NE
Lorre,OTH,NE
Bautista,OTH,NE
Perez,OTH,NE
Miles,OTH,NE
Gabriel,OTH,NE
Domincel,OTH,NE
Hernando,OTH,NE
John,OTH,NE
Santino,OTH,NE
Zamora,OTH,NE
Buella,OTH,NE
Keziah,OTH,NE
Mae,OTH,NE
Balingbing,OTH,NE
Florentino,OTH,NE
Adam,OTH,NE
Nathan,OTH,NE
Ocampo,OTH,NE
Zoleta,OTH,NE
Clark,OTH,NE
Lowel,OTH,NE
Fajutagana,OTH,NE
Pasion,OTH,NE
Ellaiza,OTH,NE
Pamplona,OTH,NE
Almojela,OTH,NE
Lizzie,OTH,NE
Anne,OTH,NE
Guevarra,OTH,NE
